First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"University of Geneva, Geneva, Switzerland E-mail: dgruehn@ncsu.edu","Grühn, Daniel",unige,10.3758/BRM.40.4.1088,https://doi.org/10.3758/BRM.40.4.1088,,Characteristics for 200 words rated by young and older adults: Age-dependent evaluations of German adjectives (AGE),,"Grühn, Daniel;Smith, Jacqui",2008,Behavior Research Methods,"University of Geneva, Geneva, Switzerland E-mail: dgruehn@ncsu.edu;Department of Psychology, University of Michigan, 530 Church Street, 48109-1043, Ann Arbor, MI E-mail: smitjacq@isr.umich.edu",Springer-Verlag,,40,4,1088,1097,1554-351X,1554-3528,copyright,"Psychonomic Society, Inc., 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer103758BRM4041088,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer103758BRM4041088&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer103758BRM4041088&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer103758BRM4041088&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Community Medicine and Primary Care, Centre médical universitaire, Av. de Champel 9, 1211, Genève 4, Switzerland E-mail: hans.wolff@hcuge.ch","Wolff, Hans",unige,10.1007/s00038-007-0235-0,https://doi.org/10.1007/s00038-007-0235-0,,Homelessness and malnutrition,,"Wolff, Hans",2008,International Journal of Public Health,"Department of Community Medicine and Primary Care, Centre médical universitaire, Av. de Champel 9, 1211, Genève 4, Switzerland E-mail: hans.wolff@hcuge.ch",SP Birkhäuser Verlag Basel,,53,1,7,8,1661-8556,1420-911X,copyright,"Birkhaeuser, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0003800702350,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800702350&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800702350&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0003800702350&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Gastroenterology and Hepatology, Geneva University Hospitals, Micheli-du-Crest Street, 24, 1205, Geneva, Switzerland E-mail: Jean-Marc.Dumonceau@hcuge.ch","Dumonceau, Jean-Marc",unige,10.1007/s11695-008-9593-9,https://doi.org/10.1007/s11695-008-9593-9,,Evidence-based Review of the Bioenterics Intragastric Balloon for Weight Loss,,"Dumonceau, Jean-Marc",2008,Obesity Surgery,"Division of Gastroenterology and Hepatology, Geneva University Hospitals, Micheli-du-Crest Street, 24, 1205, Geneva, Switzerland E-mail: Jean-Marc.Dumonceau@hcuge.ch",Springer-Verlag,,18,12,1611,1617,0960-8923,1708-0428,copyright,"Springer Science + Business Media, LLC, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1169500895939,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1169500895939&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1169500895939&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1169500895939&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Rehabilitation, University Hospital & University of Geneva, Geneva, Switzerland FLSH, ISCL, Logopédie, University of Neuchâtel, Grp NeuroPsychoLinguistique, 1, Espace Louis-Agassiz, 2000, Neuchâtel, Switzerland E-mail: marina.laganaro@unine.ch","Laganaro, Marina",unige,10.1007/s10936-009-9124-4,https://doi.org/10.1007/s10936-009-9124-4,,Re-evaluating the Time Course of Gender and Phonological Encoding During Silent Monitoring Tasks Estimated by ERP: Serial or Parallel Processing?,,"Camen, Christian;Morand, Stéphanie;Laganaro, Marina",2010,Journal of Psycholinguistic Research,"Division of Rehabilitation, University Hospital & University of Geneva, Geneva, Switzerland;Division of Rehabilitation, University Hospital & University of Geneva, Geneva, Switzerland Department of Psychology, University of Glasgow, Glasgow, UK;Division of Rehabilitation, University Hospital & University of Geneva, Geneva, Switzerland FLSH, ISCL, Logopédie, University of Neuchâtel, Grp NeuroPsychoLinguistique, 1, Espace Louis-Agassiz, 2000, Neuchâtel, Switzerland E-mail: marina.laganaro@unine.ch",Springer US; http://www.springer-ny.com,,39,1,35,49,0090-6905,1573-6555,copyright,"Springer Science+Business Media, LLC, 2009",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1093600991244,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1093600991244&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1093600991244&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1093600991244&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"ISDC Data Centre for Astrophysics & Geneva Observatory, University of Geneva, chemin d’Ecogia 16, 1290, Versoix, Switzerland E-mail: andres.carmona@unige.ch","Carmona, Andrés",unige,10.1007/s11038-009-9347-2,https://doi.org/10.1007/s11038-009-9347-2,,Observational Diagnostics of Gas in Protoplanetary Disks,,"Carmona, Andrés",2010,"Earth, Moon, and Planets","ISDC Data Centre for Astrophysics & Geneva Observatory, University of Geneva, chemin d’Ecogia 16, 1290, Versoix, Switzerland E-mail: andres.carmona@unige.ch",Springer Netherlands,,106,2-4,71,95,0167-9295,1573-0794,copyright,"Springer Science+Business Media B.V., 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1103800993472,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1103800993472&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1103800993472&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1103800993472&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Dept. of Basic Neurosciences, Medical Faculty, University of Geneva, 1211, Geneva, Switzerland Clinic of Neurology, Dept. of Clinical Neurosciences, Geneva University Hospital, 1211, Geneva, Switzerland E-mail: Christian.luscher@unige.ch","Lüscher, C.",unige,10.1007/s00018-008-8263-3,https://doi.org/10.1007/s00018-008-8263-3,,Mechanisms of synaptic depression triggered by metabotropic glutamate receptors,,"Bellone, C.;Lüscher, C.;Mameli, M.",2008,Cellular and Molecular Life Sciences,"Dept. of Basic Neurosciences, Medical Faculty, University of Geneva, 1211, Geneva, Switzerland;Dept. of Basic Neurosciences, Medical Faculty, University of Geneva, 1211, Geneva, Switzerland Clinic of Neurology, Dept. of Clinical Neurosciences, Geneva University Hospital, 1211, Geneva, Switzerland E-mail: Christian.luscher@unige.ch;Dept. of Basic Neurosciences, Medical Faculty, University of Geneva, 1211, Geneva, Switzerland",SP Birkhäuser Verlag Basel,,65,18,2913,2923,1420-682X,1420-9071,copyright,"Birkhaueser, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0001800882633,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0001800882633&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0001800882633&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0001800882633&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Entomology, New York State Agricultural Experiment Station, Cornell University, 14456, Geneva, NY, USA E-mail: psr1@cornell.edu","Robbins, Paul S.",unige,10.1007/s10886-008-9427-1,https://doi.org/10.1007/s10886-008-9427-1,,Experimental Evidence for Three Pheromone Races of the Scarab Beetle Phyllophaga anxia (LeConte),,"Robbins, Paul S.;Cash, Daniel B.;Linn Jr, Charles E.;Roelofs, Wendell L.",2008,Journal of Chemical Ecology,"Department of Entomology, New York State Agricultural Experiment Station, Cornell University, 14456, Geneva, NY, USA E-mail: psr1@cornell.edu;P.O. Box 282, 14709, Angelica, NY, USA;Department of Entomology, New York State Agricultural Experiment Station, Cornell University, 14456, Geneva, NY, USA;Department of Entomology, New York State Agricultural Experiment Station, Cornell University, 14456, Geneva, NY, USA",Springer-Verlag,,34,2,205,214,0098-0331,1573-1561,copyright,"Springer Science+Business Media, LLC, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1088600894271,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1088600894271&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1088600894271&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1088600894271&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Neurology, Neurosonology Unit, HUG, University Hospital and Medical School of Geneva, Micheli-du-Crest 24, 1211, Geneva 14, Switzerland E-mail: fabienneperren@yahoo.com","Perren, Fabienne",unige,10.1007/s11239-007-0044-6,https://doi.org/10.1007/s11239-007-0044-6,,Microbubble potentiated transcranial duplex ultrasound enhances IV thrombolysis in acute stroke,,"Perren, Fabienne;Loulidi, Jaouad;Poglia, Davide;Landis, Theodor;Sztajzel, Roman",2008,Journal of Thrombosis and Thrombolysis,"Department of Neurology, Neurosonology Unit, HUG, University Hospital and Medical School of Geneva, Micheli-du-Crest 24, 1211, Geneva 14, Switzerland E-mail: fabienneperren@yahoo.com;Department of Neurology, Neurosonology Unit, HUG, University Hospital and Medical School of Geneva, Micheli-du-Crest 24, 1211, Geneva 14, Switzerland;Department of Neurology, Neurosonology Unit, HUG, University Hospital and Medical School of Geneva, Micheli-du-Crest 24, 1211, Geneva 14, Switzerland;Department of Neurology, Neurosonology Unit, HUG, University Hospital and Medical School of Geneva, Micheli-du-Crest 24, 1211, Geneva 14, Switzerland;Department of Neurology, Neurosonology Unit, HUG, University Hospital and Medical School of Geneva, Micheli-du-Crest 24, 1211, Geneva 14, Switzerland",Springer US; http://www.springer-ny.com,,25,2,219,223,0929-5305,1573-742X,copyright,"Springer Science+Business Media, LLC, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1123900700446,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1123900700446&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1123900700446&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1123900700446&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Emeritus Université de Genève Switzerland, Unimail, 1200, Genève, Switzerland E-mail: Willem.Doise@unige.ch","Doise, Willem",unige,10.1007/BF03172756,https://doi.org/10.1007/BF03172756,,"Objects of study, objectivity and objectivation in attribution research",,"Doise, Willem",2008,European Journal of Psychology of Education,"Emeritus Université de Genève Switzerland, Unimail, 1200, Genève, Switzerland E-mail: Willem.Doise@unige.ch",Springer Netherlands,,23,4,501,504,0256-2928,1878-5174,copyright,"Instituto Superior de Psicologia Aplicada, Lisbon, Portugal/ Springer Netherlands, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007BF03172756,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007BF03172756&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007BF03172756&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007BF03172756&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Division of Gerontology and Removable Prosthodontics, Department of Rehabilitation and Geriatrics, University of Geneva and University Hospitals of Geneva, 19 rue Barthélemy-Menn, 1205, Geneva, Switzerland E-mail: frauke.mueller@medecine.unige.ch","Müller, Frauke",unige,10.1007/s00281-008-0128-1,https://doi.org/10.1007/s00281-008-0128-1,,The NADPH oxidase NOX2 plays a role in periodontal pathologies,,"Giannopoulou, Catherine;Krause, Karl-Heinz;Müller, Frauke",2008,Seminars in Immunopathology,"Division of Periodontology, University of Geneva Dental School, Geneva, Switzerland E-mail: ekaterini.giannopoulou@medecine.unige.ch;Departments of Pathology, Immunology and Clinical Pathology, Centre Medical Universitaire, Geneva, Switzerland E-mail: karl-heinz.krause@medecine.unige.ch;Division of Gerontology and Removable Prosthodontics, Department of Rehabilitation and Geriatrics, University of Geneva and University Hospitals of Geneva, 19 rue Barthélemy-Menn, 1205, Geneva, Switzerland E-mail: frauke.mueller@medecine.unige.ch",Springer-Verlag,,30,,273,278,1863-2297,1863-2300,copyright,"Springer-Verlag, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0028100801281,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0028100801281&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0028100801281&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0028100801281&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Thoracic and Endocrine Surgery, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland E-mail: frederic.triponez@hcuge.ch","Triponez, Frederic",unige,10.1007/s00268-008-9495-y,https://doi.org/10.1007/s00268-008-9495-y,,Increase in Bone Mineral Density after Successful Parathyroidectomy for Tertiary Hyperparathyroidism after Renal Transplantation,,"Collaud, Stéphane;Staub-Zähner, Tania;Trombetti, Andrea;Clerici, Thomas;Marangon, Nicola;Binet, Isabelle;Myers, Patrick O.;Rizzoli, René;Martin, Pierre-Yves;Robert, John H.;Triponez, Frederic",2008,World Journal of Surgery,"Department of Thoracic and Endocrine Surgery, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Department of Nephrology, Kantonsspital, 9007, St. Gallen, Switzerland;Division of Bone Diseases, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Department of Digestive and Endocrine Surgery, Kantonsspital, 9007, St. Gallen, Switzerland;Department of Nephrology, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Department of Nephrology, Kantonsspital, 9007, St. Gallen, Switzerland;Department of Thoracic and Endocrine Surgery, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Division of Bone Diseases, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Department of Nephrology, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Department of Thoracic and Endocrine Surgery, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland;Department of Thoracic and Endocrine Surgery, University Hospital of Geneva, Rue Micheli-du-Crest 24, 1211, Geneva, Switzerland E-mail: frederic.triponez@hcuge.ch",Springer-Verlag,,32,8,1795,1801,0364-2313,1432-2323,copyright,"Société Internationale de Chirurgie, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s002680089495y,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s002680089495y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s002680089495y&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s002680089495y&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Genetic Medicine and Development, University Medical Center, 1 rue Michel-Servet, 1211, Geneva-4, Switzerland E-mail: geraldine.parnaud@medecine.unige.ch","Parnaud, G.",unige,10.1007/s00125-007-0855-1,https://doi.org/10.1007/s00125-007-0855-1,,Proliferation of sorted human and rat beta cells,,"Parnaud, G.;Bosco, D.;Berney, T.;Pattou, F.;Kerr-Conte, J.;Donath, M. Y.;Bruun, C.;Mandrup-Poulsen, T.;Billestrup, N.;Halban, P. A.",2008,Diabetologia,"Department of Genetic Medicine and Development, University Medical Center, 1 rue Michel-Servet, 1211, Geneva-4, Switzerland E-mail: geraldine.parnaud@medecine.unige.ch;Cell Isolation and Transplantation Center, Division of Surgical Research, Department of Surgery, University Hospital, Geneva, Switzerland;Cell Isolation and Transplantation Center, Division of Surgical Research, Department of Surgery, University Hospital, Geneva, Switzerland;Department of Surgery, INSERM U859, Lille 2 University, Lille, France;Department of Surgery, INSERM U859, Lille 2 University, Lille, France;Division of Endocrinology and Diabetes, Internal Medicine, Zurich, Switzerland;Steno Diabetes Center, Gentofte, Denmark;Steno Diabetes Center, Gentofte, Denmark Department of Molecular Medicine, Karolinska Institutet, Stockholm, Sweden;Steno Diabetes Center, Gentofte, Denmark;Department of Genetic Medicine and Development, University Medical Center, 1 rue Michel-Servet, 1211, Geneva-4, Switzerland",Springer-Verlag,,51,1,91,100,0012-186X,1432-0428,copyright,"Springer-Verlag, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0012500708551,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0012500708551&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0012500708551&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0012500708551&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
