First Matching Affiliation from Corresponding Author,First Matching Corresponding Author,Institution Guess,doi,Url to publisher,Url to fulltext in Rero Doc,Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication (YYYY-MM-DD),Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Radiation Oncology, Zurich University Hospital, University of Zurich, Zurich, Switzerland Istituto Oncologico della Svizzera italiana (IOSI), Ospedale San Giovanni e Valli, 6500, Bellinzona, Switzerland E-mail: ciernik@iosi.ch","Ciernik, I. Frank",usi,10.1007/s00066-006-1581-1,https://doi.org/10.1007/s00066-006-1581-1,,Target Motion Variability and On-Line Positioning Accuracy during External-Beam Radiation Therapy of Prostate Cancer with an Endorectal Balloon DeviceOrganmobilität und Lokalisationsbestimmung der Prostata unter Einsatz eines endorektalen Ballons bei der Radiotherapie des Prostatakarzinoms,,"El-Bassiouni, Mazen;Davis, J. Bernard;El-Attar, Inas;Studer, Gabriela M.;Lütolf, Urs M.;Ciernik, I. Frank",2006,Strahlentherapie und Onkologie,"Radiation Oncology, Zurich University Hospital, University of Zurich, Zurich, Switzerland Department of Clinical Oncology (NEMROCK), Cairo University Hospitals, Cairo, Egypt;Radiation Oncology, Zurich University Hospital, University of Zurich, Zurich, Switzerland;Department of Epidemiology and Statistics, National Cancer Institute (NCI), University of Cairo, Cairo, Egypt;Radiation Oncology, Zurich University Hospital, University of Zurich, Zurich, Switzerland;Radiation Oncology, Zurich University Hospital, University of Zurich, Zurich, Switzerland;Radiation Oncology, Zurich University Hospital, University of Zurich, Zurich, Switzerland Istituto Oncologico della Svizzera italiana (IOSI), Ospedale San Giovanni e Valli, 6500, Bellinzona, Switzerland E-mail: ciernik@iosi.ch",Urban & Vogel,,182,9,531,536,0179-7158,1439-099X,copyright,"Urban & Vogel München, 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s0006600615811,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0006600615811&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0006600615811&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s0006600615811&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Faculty of Communication Sciences, University of Lugano, Via G. Buffi 13, CH 6900, Lugano, Switzerland E-mail: sara.greco@lu.unisi.ch","Greco Morasso, Sara",usi,10.1007/s10503-007-9029-z,https://doi.org/10.1007/s10503-007-9029-z,,Comments on ‘Strategic Maneuvering: A Synthetic Recapitulation’,,"Greco Morasso, Sara",2006,Argumentation,"Faculty of Communication Sciences, University of Lugano, Via G. Buffi 13, CH 6900, Lugano, Switzerland E-mail: sara.greco@lu.unisi.ch",Kluwer Academic Publishers,,20,,393,398,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s105030079029z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030079029z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030079029z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105030079029z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"NewMinE Lab and the e-Learning Applications Lab (eLab), University of Lugano, Switzerland E-mail: luca.botturi@lu.unisi.ch","Botturi, Luca",usi,10.1007/s11423-006-8807-x,https://doi.org/10.1007/s11423-006-8807-x,,E2ML: A Visual Language for the Design of Instruction,,"Botturi, Luca",2006,Educational Technology Research and Development,"NewMinE Lab and the e-Learning Applications Lab (eLab), University of Lugano, Switzerland E-mail: luca.botturi@lu.unisi.ch",Kluwer Academic Publishers,,54,3,265,293,1042-1629,1556-6501,copyright,"Association for Educational Communications and Technology, 2006",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s114230068807x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s114230068807x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s114230068807x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s114230068807x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Pain Medicine Centre, Scientific Institute San Raffaele, Via Olgettina 58, 1-20132, Milan, Italy Pain Physiopathology and Therapy, Professional University School of Lugano, Ticino, Switzerland E-mail: marchettini.paolo@hsr.it","Marchettini, P.",usi,10.1007/s10072-007-0812-2,https://doi.org/10.1007/s10072-007-0812-2,,"To become a pain specialist one has to understand the nervous system, yet the specialists of the nervous system still have a long way to go before understanding pain",,"Marchettini, P.;Solaro, C.;Sommer, C.;Cruccu, G.",2007,Neurological Sciences,"Pain Medicine Centre, Scientific Institute San Raffaele, Via Olgettina 58, 1-20132, Milan, Italy Pain Physiopathology and Therapy, Professional University School of Lugano, Ticino, Switzerland E-mail: marchettini.paolo@hsr.it;Department of Neurology, ASL3 genovese, Genova, Italy;Department of Neurology, University of Würzburg, Josef-Schneider-Str. 11, D-97080, Würzburg, Germany E-mail: sommer@mail.uni-wuerzburg.de;Department of Neurological Sciences, La Sapienza University, Rome, Italy",Springer Milan,,28,4,161,162,1590-1874,1590-3478,copyright,"Springer-Verlag Italia, 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1007200708122,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1007200708122&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1007200708122&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1007200708122&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Università del Salento, Lecce, Italy University of Lugano, Lugano, Switzerland E-mail: g.cassese@economia.unile.it","Cassese, Gianluca",usi,10.1007/s10959-008-0164-8,https://doi.org/10.1007/s10959-008-0164-8,,Finitely Additive Supermartingales,,"Cassese, Gianluca",2008,Journal of Theoretical Probability,"Università del Salento, Lecce, Italy University of Lugano, Lugano, Switzerland E-mail: g.cassese@economia.unile.it",Springer US; http://www.springer-ny.com,,21,3,586,603,0894-9840,1572-9230,copyright,"Springer Science+Business Media, LLC, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1095900801648,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1095900801648&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1095900801648&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1095900801648&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: nicoletta.fornara@lu.unisi.ch","Fornara, Nicoletta",usi,10.1007/s10506-007-9055-z,https://doi.org/10.1007/s10506-007-9055-z,,Artificial institutions: a model of institutional reality for open multiagent systems,,"Fornara, Nicoletta;Viganò, Francesco;Verdicchio, Mario;Colombetti, Marco",2008,Artificial Intelligence and Law,"Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: nicoletta.fornara@lu.unisi.ch;Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland E-mail: francesco.vigano@lu.unisi.ch;Università degli Studi di Bergamo, via Salvecchio 19, 24100, Bergamo, Italy E-mail: mario.verdicchio@unibg.it;Università della Svizzera italiana, via G. Buffi 13, 6900, Lugano, Switzerland Politecnico di Milano, piazza Leonardo Da Vinci 32, Milano, Italy E-mail: marco.colombetti@polimi.it",Springer Netherlands,,16,,89,105,0924-8463,1572-8382,copyright,"Springer Science+Business Media B.V., 2007",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s105060079055z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105060079055z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105060079055z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s105060079055z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Universität Lugano, Via Buffi 13, CH-6904, Lugano, Germany E-mail: nowake@lu.unisi.ch","Nowak, Eric",usi,10.1007/s11573-008-0029-8,https://doi.org/10.1007/s11573-008-0029-8,,Konzerneinfluss und Entkopplung vom Marktrisiko — Eine empirische Analyse der Betafaktoren bei faktischen und VertragskonzernenParent company control and market risk uncoupling effect — An empirical analysis of beta factors in factual and contractual groups of companies,,"Brüchle, Christian;Ehrhardt, Olaf;Nowak, Eric",2008,Journal of Business Economics,"Proctor & Gamble im Bereich Finance & Accounting, Germany E-mail: Bruechle.c@pg.com;Fachhochschule Stralsund, Zur Schwedenschanze 15, D-18435, Stralsund, Germany E-mail: olaf.ehrhardt@fh-stralsund.de;Universität Lugano, Via Buffi 13, CH-6904, Lugano, Germany E-mail: nowake@lu.unisi.ch",Gabler Verlag,,78,5,455,476,0044-2372,1861-8928,copyright,"Gabler-Verlag, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1157300800298,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1157300800298&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1157300800298&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1157300800298&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Institute of Communication & Health, University of Lugano (CH), Lugano, Switzerland E-mail: peter.schulz@lu.unisi.ch","Schulz, Peter J.",usi,10.1007/s10503-008-9092-0,https://doi.org/10.1007/s10503-008-9092-0,,RETRACTED ARTICLE: Comments on ‘Strategic Manoeuvring with the Intention of the Legislator in the Justification of Judicial Decisions’,,"Schulz, Peter J.",2008,Argumentation,"Institute of Communication & Health, University of Lugano (CH), Lugano, Switzerland E-mail: peter.schulz@lu.unisi.ch",Springer Netherlands,,22,3,355,357,0920-427X,1572-8374,copyright,"Springer Science+Business Media Dordrecht, 2008",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050300890920,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300890920&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300890920&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050300890920&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Istituto Dalle Molle di Studi sull'Intelligenza, Artificiale (IDSIA), Galleria 2, 6928, Lugano-Manno, Switzerland E-mail: roberto@idsia.ch","Montemanni, Roberto",usi,10.1007/s10288-005-0066-x,https://doi.org/10.1007/s10288-005-0066-x,,The robust shortest path problem with interval data via Benders decomposition,,"Montemanni, Roberto;Gambardella, Luca Maria",2005,4OR,"Istituto Dalle Molle di Studi sull'Intelligenza, Artificiale (IDSIA), Galleria 2, 6928, Lugano-Manno, Switzerland E-mail: roberto@idsia.ch;Istituto Dalle Molle di Studi sull'Intelligenza, Artificiale (IDSIA), Galleria 2, 6928, Lugano-Manno, Switzerland E-mail: luca@idsia.ch",Springer-Verlag,,3,4,315,328,1619-4500,1614-2411,copyright,"Springer-Verlag Berlin/Heidelberg, 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s102880050066x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s102880050066x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s102880050066x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s102880050066x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Department of Economics, Center for Energy Policy and Economics, and Swiss Federal Institute of Technology ETH Zentrum, University of Lugano, 8092, Zurich, WEC, Switzerland E-mail: mfarsi@ethz.ch","Farsi, Mehdi",usi,10.1007/s11149-005-2356-9,https://doi.org/10.1007/s11149-005-2356-9,,Efficiency Measurement in Network Industries: Application to the Swiss Railway Companies,,"Farsi, Mehdi;Filippini, Massimo;Greene, William",2005,Journal of Regulatory Economics,"Department of Economics, Center for Energy Policy and Economics, and Swiss Federal Institute of Technology ETH Zentrum, University of Lugano, 8092, Zurich, WEC, Switzerland E-mail: mfarsi@ethz.ch;Department of Economics, Center for Energy Policy and Economics, and Swiss Federal Institute of Technology ETH Zentrum, University of Lugano, 8092, Zurich, WEC, Switzerland E-mail: mfilippini@ethz.ch;Department of Economics, Stern School of Business, New York University, 44 West 4th St., 10012, New York, NY, USA E-mail: wgreene@stern.nyu.edu",Kluwer Academic Publishers,,28,1,69,90,0922-680X,1573-0468,copyright,"Springer Science+Business Media, Inc., 2005",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1114900523569,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1114900523569&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1114900523569&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1114900523569&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Università della Svizzera italiana, Via Buffi 13, 6900, Lugano, Schweiz E-mail: stephan.russ-mohl@lu.unisi.ch","Russ-Mohl, Stephan",usi,10.1007/s11616-009-0035-z,https://doi.org/10.1007/s11616-009-0035-z,,Eine Welt ohne die „New York Times“?,Amerikas Leitmedium Nr. 1 im Strudel der Abwärtsspirale,"Russ-Mohl, Stephan",2009,Publizistik,"Università della Svizzera italiana, Via Buffi 13, 6900, Lugano, Schweiz E-mail: stephan.russ-mohl@lu.unisi.ch",VS-Verlag,,54,2,265,276,0033-4006,1862-2569,copyright,"VS-Verlag, 2009",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s116160090035z,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s116160090035z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s116160090035z&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s116160090035z&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Centre for Organisational Research, Faculty of Economics, University of Lugano, Lugano, Switzerland E-mail: benedetto.lepori@usi.ch","Lepori, Benedetto",usi,10.1007/s11024-010-9143-1,https://doi.org/10.1007/s11024-010-9143-1,,Patterns of Subject Mix in Higher Education Institutions: A First Empirical Analysis Using the AQUAMETH Database,,"Lepori, Benedetto;Baschung, Lukas;Probst, Carole",2010,Minerva,"Centre for Organisational Research, Faculty of Economics, University of Lugano, Lugano, Switzerland E-mail: benedetto.lepori@usi.ch;Observatoire Science, Politique et Société, University of Lausanne, Lausanne, Switzerland;Centre for Organisational Research, Faculty of Economics, University of Lugano, Lugano, Switzerland E-mail: carole.probst@usi.ch",Springer Netherlands,,48,,73,99,0026-4695,1573-1871,copyright,"Springer Science+Business Media B.V., 2010",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1102401091431,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1102401091431&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1102401091431&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1102401091431&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: andrea.adamoli@usi.ch","Adamoli, Andrea",usi,10.1007/s11219-011-9135-x,https://doi.org/10.1007/s11219-011-9135-x,,Automated GUI performance testing,,"Adamoli, Andrea;Zaparanuks, Dmitrijs;Jovic, Milan;Hauswirth, Matthias",2011,Software Quality Journal,"Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: andrea.adamoli@usi.ch;Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: dmitrijs.zaparanuks@usi.ch;Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: milan.jovic@usi.ch;Via Giuseppe Buffi 13, 6904, Lugano, Switzerland E-mail: matthias.hauswirth@usi.ch",Springer US; http://www.springer-ny.com,,19,,801,839,0963-9314,1573-1367,copyright,"Springer Science+Business Media, LLC, 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s112190119135x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s112190119135x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s112190119135x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s112190119135x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
"USI - University of Lugano, Lugano, Switzerland E-mail: eddo.rigotti@usi.ch","Rigotti, Eddo",usi,10.1007/s10503-011-9202-2,https://doi.org/10.1007/s10503-011-9202-2,,Frans H. van Eemeren: Strategic Maneuvering in Argumentative Discourse. Extending the Pragma-Dialectical Theory of Argumentation,"John Benjamins Publishing Company, Argumentation in Context (AIC), Vol. 2, Amsterdam/Philadelphia, 2010, XII + 308 pp","Rigotti, Eddo",2011,Argumentation,"USI - University of Lugano, Lugano, Switzerland E-mail: eddo.rigotti@usi.ch",Springer Netherlands,,25,2,261,270,0920-427X,1572-8374,copyright,"Springer Science+Business Media B.V., 2011",springer,https://www.swissbib.ch/Search/Results?lookfor=nationallicencespringer101007s1050301192022,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050301192022&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050301192022&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEspringer101007s1050301192022&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,It was possible to publish this article open access thanks to a Swiss National Licence with the Publisher
